0.17 4.78836
0.201723 4.56583
0.233447 4.3402
0.26517 4.11117
0.296894 3.8784
0.328617 3.64149
0.360341 3.39994
0.392064 3.15317
0.423788 2.90043
0.455511 2.6408
0.487234 2.37305
0.518958 2.09307
0.550681 1.80021
0.582405 1.49287
0.614128 1.38243
0.645852 1.33736
0.677575 1.29209
0.709299 1.24661
0.741022 1.20088
0.772745 1.15489
0.804469 1.10862
0.836192 1.06202
0.867916 1.01507
0.899639 0.967728
0.931363 0.919952
0.963086 0.87169
0.99481 0.822883
1.02653 0.78709
1.05826 0.764993
1.08998 0.742913
1.1217 0.720848
1.15343 0.698793
1.18515 0.676743
1.21687 0.654694
1.2486 0.63264
1.28032 0.610575
1.31204 0.588492
1.34377 0.566385
1.37549 0.544243
1.40721 0.522059
1.43894 0.502367
1.47066 0.489163
1.50238 0.475892
1.53411 0.461462
1.56583 0.447157
1.59756 0.432979
1.62928 0.418929
1.661 0.405006
1.69273 0.391212
1.72445 0.377547
1.75617 0.364013
1.7879 0.35061
1.81962 0.337339
1.85134 0.324366
1.88307 0.315268
1.91479 0.306303
1.94651 0.297471
1.97824 0.288776
2.00996 0.280336
2.04168 0.272284
2.07341 0.264365
2.10513 0.256583
2.13685 0.248938
2.16858 0.241435
2.2003 0.234075
2.23202 0.226863
2.26375 0.2198
2.29547 0.214062
2.32719 0.208701
2.35892 0.203424
2.39064 0.198231
2.42236 0.193125
2.45409 0.188107
2.48581 0.183178
2.51754 0.178575
2.54926 0.174233
2.58098 0.169956
2.61271 0.165745
2.64443 0.161601
2.67615 0.157527
2.70788 0.153844
2.7396 0.150462
2.77132 0.147127
2.80305 0.14384
2.83477 0.140601
2.86649 0.137412
2.89822 0.134272
2.92994 0.131184
2.96166 0.128146
2.99339 0.125161
3.02511 0.122453
3.05683 0.119849
3.08856 0.11729
3.12028 0.114865
3.152 0.112658
3.18373 0.110481
3.21545 0.108334
3.24717 0.106217
3.2789 0.104131
3.31062 0.102076
3.34234 0.100052
3.37407 0.0980613
3.40579 0.0961028
3.43752 0.0941775
3.46924 0.0922857
3.50096 0.0904268
3.53269 0.0885793
3.56441 0.086887
3.59613 0.0852243
3.62786 0.0835917
3.65958 0.0819896
3.6913 0.0804185
3.72303 0.0788788
3.75475 0.077371
3.78647 0.0758956
3.8182 0.0744531
3.84992 0.0730441
3.88164 0.0716691
3.91337 0.0703286
3.94509 0.0690231
3.97681 0.0677691
4.00854 0.066506
4.04026 0.0651716
4.07198 0.0638653
4.10371 0.0625875
4.13543 0.0613387
4.16715 0.0601193
4.19888 0.0589298
4.2306 0.0577707
4.26232 0.0566426
4.29405 0.055546
4.32577 0.0544813
4.35749 0.0534492
4.38922 0.0524295
4.42094 0.0514208
4.45267 0.0504344
4.48439 0.0494708
4.51611 0.0485151
4.54784 0.0475659
4.57956 0.0466376
4.61128 0.0457306
4.64301 0.0448453
4.67473 0.0439818
4.70645 0.0431407
4.73818 0.0423223
4.7699 0.0415269
4.80162 0.040736
4.83335 0.0399314
4.86507 0.0391442
4.89679 0.0383746
4.92852 0.0376228
4.96024 0.0368892
4.99196 0.0361741
5.02369 0.0355104
5.05541 0.0348722
5.08713 0.0342477
5.11886 0.0336372
5.15058 0.0330409
5.1823 0.032459
5.21403 0.0318848
5.24575 0.0312766
5.27747 0.0306803
5.3092 0.030096
5.34092 0.0295239
5.37265 0.0289643
5.40437 0.0284172
5.43609 0.027883
5.46782 0.0273618
5.49954 0.0268538
5.53126 0.0264205
5.56299 0.0259965
5.59471 0.025581
5.62643 0.0251742
5.65816 0.0247311
5.68988 0.0242903
5.7216 0.0238574
5.75333 0.0234326
5.78505 0.023016
5.81677 0.0226077
5.8485 0.0222078
5.88022 0.0218166
5.91194 0.021434
5.94367 0.0210602
5.97539 0.0206953
6.00711 0.0203531
6.03884 0.0200641
6.07056 0.0197513
6.10228 0.0194279
6.13401 0.0191097
6.16573 0.0187968
6.19745 0.0184892
6.22918 0.018187
6.2609 0.0178902
6.29263 0.0175991
6.32435 0.0173135
6.35607 0.0170336
6.3878 0.0167595
6.41952 0.0164913
6.45124 0.0162289
6.48297 0.0159572
6.51469 0.0156925
6.54641 0.0154592
6.57814 0.0152293
6.60986 0.0150028
6.64158 0.0147797
6.67331 0.01456
6.70503 0.0143438
6.73675 0.0141312
6.76848 0.0139221
6.8002 0.0137166
6.83192 0.0135148
6.86365 0.0133167
6.89537 0.0131172
6.92709 0.0128961
6.95882 0.0126787
6.99054 0.0124651
7.02226 0.0122858
7.05399 0.0121216
7.08571 0.0119595
7.11743 0.0117994
7.14916 0.0116414
7.18088 0.0114855
7.21261 0.0113317
7.24433 0.01118
7.27605 0.0110305
7.30778 0.0108832
7.3395 0.0107155
7.37122 0.0105485
7.40295 0.0103841
7.43467 0.0102223
7.46639 0.0100632
7.49812 0.00990672
7.52984 0.00978676
7.56156 0.00967003
7.59329 0.00955437
7.62501 0.00943978
7.65673 0.00932628
7.68846 0.00921386
7.72018 0.00910254
7.7519 0.00897875
7.78363 0.00885046
7.81535 0.00872389
7.84707 0.00859904
7.8788 0.00847595
7.91052 0.00835462
7.94224 0.00823507
7.97397 0.00811734
8.00569 0.00800687
8.03741 0.00792226
8.06914 0.007838
8.10086 0.0077541
8.13259 0.00767055
8.16431 0.0075801
8.19603 0.0074817
8.22776 0.00738438
8.25948 0.00728814
8.2912 0.00719301
8.32293 0.00709898
8.35465 0.00700607
8.38637 0.0069143
8.4181 0.00682367
8.44982 0.00673419
8.48154 0.00664588
8.51327 0.00656915
8.54499 0.00650713
8.57671 0.00644217
8.60844 0.00636702
8.64016 0.00629249
8.67188 0.00621858
8.70361 0.00614529
8.73533 0.00607264
8.76705 0.00600062
8.79878 0.00592924
8.8305 0.00585851
8.86222 0.00578842
8.89395 0.005719
8.92567 0.00565024
8.95739 0.00558215
8.98912 0.00551473
9.02084 0.00545089
9.05257 0.0053942
9.08429 0.00533779
9.11601 0.00528167
9.14774 0.00522583
9.17946 0.00517028
9.21118 0.00511502
9.24291 0.00506005
9.27463 0.00500538
9.30635 0.004951
9.33808 0.00489692
9.3698 0.00484314
9.40152 0.00478966
9.43325 0.00473012
9.46497 0.00466889
9.49669 0.00460834
9.52842 0.00456389
9.56014 0.00452132
9.59186 0.0044788
9.62359 0.00443632
9.65531 0.00439389
9.68703 0.0043515
9.71876 0.00430915
9.75048 0.00426685
9.7822 0.00422459
9.81393 0.00418238
9.84565 0.00413673
9.87737 0.00408786
9.9091 0.00403942
9.94082 0.00399142
9.97255 0.00394386
10.0043 0.00389872
10.036 0.00386638
10.0677 0.00383392
10.0994 0.00380134
10.1312 0.00376863
10.1629 0.00373579
10.1946 0.00370282
10.2263 0.00366973
10.2581 0.00363502
10.2898 0.0035961
10.3215 0.00355743
10.3532 0.00351902
10.3849 0.00348086
10.4167 0.00344296
10.4484 0.00340532
10.4801 0.00336795
10.5118 0.00333539
10.5436 0.00331039
10.5753 0.00328515
10.607 0.00325967
10.6387 0.00323395
10.6705 0.00320792
10.7022 0.00317703
10.7339 0.00314626
10.7656 0.00311561
10.7974 0.00308508
10.8291 0.00305468
10.8608 0.00302439
10.8925 0.00299423
10.9242 0.0029642
10.956 0.00293429
10.9877 0.0029045
11.0194 0.00288104
11.0511 0.00286128
11.0829 0.00284121
11.1146 0.00281774
11.1463 0.00279337
11.178 0.00276902
11.2098 0.0027447
11.2415 0.0027204
11.2732 0.00269612
11.3049 0.00267187
11.3367 0.00264764
11.3684 0.00262343
11.4001 0.00259925
11.4318 0.00257509
11.4635 0.00255095
11.4953 0.00252684
11.527 0.00250807
11.5587 0.00248889
11.5904 0.00246966
11.6222 0.00245038
11.6539 0.00243107
11.6856 0.0024117
11.7173 0.00239229
11.7491 0.00237283
11.7808 0.00235333
11.8125 0.00233377
11.8442 0.00231417
11.876 0.00229451
11.9077 0.00227481
11.9394 0.0022542
11.9711 0.00223162
12.0028 0.00220985
12.0346 0.00219469
12.0663 0.00217944
12.098 0.0021641
12.1297 0.00214866
12.1615 0.00213313
12.1932 0.0021175
12.2249 0.00210177
12.2566 0.00208594
12.2884 0.00207001
12.3201 0.00205399
12.3518 0.00203772
12.3835 0.00201912
12.4153 0.00200062
12.447 0.0019822
12.4787 0.00196386
12.5104 0.00194763
12.5421 0.00193546
12.5739 0.00192316
12.6056 0.00191072
12.6373 0.00189816
12.669 0.00188547
12.7008 0.00187264
12.7325 0.00185967
12.7642 0.00184658
12.7959 0.00183167
12.8277 0.00181643
12.8594 0.00180122
12.8911 0.00178605
12.9228 0.00177092
12.9545 0.00175584
12.9863 0.00174079
13.018 0.00172872
13.0497 0.00171878
13.0814 0.00170869
13.1132 0.00169844
13.1449 0.00168804
13.1766 0.00167747
13.2083 0.00166572
13.2401 0.00165319
13.2718 0.00164066
13.3035 0.00162814
13.3352 0.00161562
13.367 0.00160311
13.3987 0.0015906
13.4304 0.0015781
13.4621 0.00156561
13.4938 0.00155312
13.5256 0.00154416
13.5573 0.0015359
13.589 0.00152746
13.6207 0.00151831
13.6525 0.00150804
13.6842 0.00149776
13.7159 0.00148745
13.7476 0.00147713
13.7794 0.00146678
13.8111 0.00145641
13.8428 0.00144603
13.8745 0.00143562
13.9063 0.00142519
13.938 0.00141473
13.9697 0.00140426
14.0014 0.00139393
14.0331 0.00138693
14.0649 0.00137855
14.0966 0.00137012
14.1283 0.00136166
14.16 0.00135315
14.1918 0.00134461
14.2235 0.00133602
14.2552 0.0013274
14.2869 0.00131873
14.3187 0.00131003
14.3504 0.00130128
14.3821 0.00129249
14.4138 0.00128366
14.4456 0.00127478
14.4773 0.00126481
14.509 0
14.5407 0
14.5724 0
14.6042 0
14.6359 0
14.6676 0
14.6993 0
14.7311 0
14.7628 0
14.7945 0
14.8262 0
14.858 0
14.8897 0
14.9214 0
14.9531 0
14.9848 0
15.0166 0
15.0483 0
15.08 0
15.1117 0
15.1435 0
15.1752 0
15.2069 0
15.2386 0
15.2704 0
15.3021 0
15.3338 0
15.3655 0
15.3973 0
15.429 0
15.4607 0
15.4924 0
15.5241 0
15.5559 0
15.5876 0
15.6193 0
15.651 0
15.6828 0
15.7145 0
15.7462 0
15.7779 0
15.8097 0
15.8414 0
